"표준링크ID","출발표준노드","도착표준노드","지도상거리","도로등급코드","도로유형코드","도로번호","도로명","연결로유형코드","통행제한차량유형코드","적용시작일자"
"1510014600","1510007400","1510000400","347.34","104","00","0","-","000","0","2011-03-24"
"1510020600","1510007400","1510008400","347.25","104","00","0","-","000","0","2011-03-24"
"1510020700","1510008400","1510007400","347.25","104","00","0","-","000","0","2011-03-24"
"1510023000","1510008200","1510008400","561.49","104","00","0","반야월로","000","0","2011-03-24"
"1510023100","1510008400","1510008200","561.49","104","00","0","반야월로","000","0","2011-03-24"
"1520005500","1520002200","1520002300","630.21","104","00","48","평리로","000","0","2011-03-24"
"1520005600","1520002300","1520002200","625.52","104","00","48","평리로","000","0","2011-03-24"
"1520005100","1520002100","1560022500","375.35","104","00","48","평리로","000","0","2011-03-24"
"1520005200","1560022500","1520002100","375.35","104","00","48","평리로","000","0","2011-03-24"
"1520006400","1520002900","1520002300","430.82","104","00","37","당산로","000","0","2011-03-24"
"1520006300","1520002300","1520002900","430.82","104","00","37","당산로","000","0","2011-03-24"
"1520015000","1520001100","1520004800","467.42","104","00","0","배틀4길","000","0","2011-03-24"
"1520014900","1520004800","1520001100","458.11","104","00","0","배틀4길","000","0","2011-03-24"
"1520016500","1520005200","1520005300","447.17","104","00","54","북비산로","000","0","2011-03-24"
"1520016600","1520005300","1520005200","447.17","104","00","54","북비산로","000","0","2011-03-24"
"1520016700","1520005300","1520005400","659.27","104","00","54","북비산로","000","0","2011-03-24"
"1520016800","1520005400","1520005300","659.27","104","00","54","북비산로","000","0","2011-03-24"
"1520018300","1520001600","1520006100","964.28","104","00","56","달서천로","000","0","2011-03-24"
"1530017300","1530005300","1530005400","391.68","104","00","34","봉덕로","000","0","2011-03-24"
"1530019000","1530006200","1530005700","567.70","104","00","0","봉명중앙길","000","0","2011-03-24"
"1530018900","1530005700","1530006200","567.70","104","00","0","봉명중앙길","000","0","2011-03-24"
"1530017000","1530005300","1530005200","316.78","104","00","34","봉덕로","000","0","2011-03-24"
"1530016900","1530005200","1530005300","316.78","104","00","34","봉덕로","000","0","2011-03-24"
"1530014700","1530004600","1530004700","430.46","104","00","0","봉삼중앙길","000","0","2011-03-24"
"1550015800","1550006500","1550000200","1071.04","104","00","0","수성못길","000","0","2011-03-24"
"1550016500","1550006500","1550007500","587.02","104","00","0","수성못길","000","0","2011-03-24"
"1550016600","1550007500","1550006500","590.45","104","00","0","수성못길","000","0","2011-03-24"
"1510014300","1510000300","1510007300","344.26","104","00","0","안심큰길","000","0","2011-03-24"
"1510014400","1510007300","1510000300","344.26","104","00","0","안심큰길","000","0","2011-03-24"
"1510020000","1510007300","1510008200","351.04","104","00","0","안심큰길","000","0","2011-03-24"
"1510020100","1510008200","1510007300","351.04","104","00","0","안심큰길","000","0","2011-03-24"
"1510019800","1510007300","1510007400","564.09","104","00","0","안심중앙길","000","0","2011-03-24"
"1510019900","1510007400","1510007300","564.09","104","00","0","안심중앙길","000","0","2011-03-24"
"1540033600","1540013200","1540012600","110.79","104","00","0","오봉10로","000","0","2011-03-24"
"1540033500","1540012600","1540013200","110.79","104","00","0","오봉10로","000","0","2011-03-24"
"1530023100","1530007000","1530007100","821.39","104","00","49","양지로","000","0","2011-03-24"
"1530023200","1530007100","1530007000","817.91","104","00","49","양지로","000","0","2011-03-24"
"1540059000","1540020100","1540020400","107.22","104","00","13","신천동로","104","0","2011-03-24"
"1540056300","1540019300","1540020100","415.76","104","00","13","신천동로","104","0","2011-03-24"
"1540056700","1540021000","1540019300","548.75","104","00","13","신천동로","104","0","2011-03-24"
"1540056600","1540019300","1540021000","641.98","104","00","13","신천동로","104","0","2011-03-24"
"1540065800","1540023200","1540022500","536.52","104","00","0","동변로","000","0","2011-03-24"
"1540065700","1540022500","1540023200","510.43","104","00","0","동변로","000","0","2011-03-24"
"1540087700","1540028900","1540029300","611.01","104","00","33","호곡로","104","0","2011-03-24"
"1540091400","1540030200","1540029400","713.39","104","00","33","호곡로","104","0","2011-03-24"
"1540089300","1540029300","1540029400","737.70","104","00","33","호곡로","000","0","2011-03-24"
"1540089400","1540029400","1540029300","738.61","104","00","33","호곡로","000","0","2011-03-24"
"1540087800","1540029300","1540028900","706.12","104","00","33","호곡로","104","0","2011-03-24"
"1540071300","1540024500","1540024600","227.72","104","00","0","서변1로","000","0","2011-03-24"
"1540071400","1540024600","1540024500","227.72","104","00","0","서변1로","000","0","2011-03-24"
"1540070200","1540024000","1540023900","251.46","104","00","0","서변4로","000","0","2011-03-24"
"1540070100","1540023900","1540024000","251.46","104","00","0","서변4로","000","0","2011-03-24"
"1540068500","1540023400","1540023500","251.73","104","00","0","서변2로","000","0","2011-03-24"
"1540068600","1540023500","1540023400","251.73","104","00","0","서변2로","000","0","2011-03-24"
"1540067500","1540023100","1540023200","151.34","104","00","0","동변1로","000","0","2011-03-24"
"1540050100","1540017300","1540003301","288.65","104","00","13","신천동로","000","0","2011-03-24"
"1540053200","1540003301","1540018000","62.59","104","00","13","신천동로","000","0","2011-03-24"
"1540054200","1540018600","1540003301","83.40","104","00","13","신천동로","000","0","2011-03-24"
"1540053300","1540003301","1540018800","205.64","104","00","13","신천동로","000","0","2011-03-24"
"1550030700","1550010100","1550010500","276.42","104","00","13","신천동로","000","0","2011-03-24"
"1550031400","1550010400","1550010100","139.28","104","00","13","신천동로","000","0","2011-03-24"
"1510026000","1510009200","1510009400","105.07","104","00","13","신천동로","000","0","2011-03-24"
"1510026100","1510009400","1510009200","105.07","104","00","13","신천동로","000","0","2011-03-24"
"1510029800","1510010400","1540008600","105.17","104","00","13","신천동로","000","0","2011-03-24"
"1510029900","1540008600","1510010400","105.17","104","00","13","신천동로","000","0","2011-03-24"
"1540049200","1540018200","1540017000","326.84","104","00","0","-","000","0","2011-03-24"
"1540049100","1540017000","1540018200","316.20","104","00","0","-","000","0","2011-03-24"
"1510038000","1510004100","1510012700","441.06","104","00","0","-","000","0","2011-03-24"
"1550047200","1550004000","1510006100","883.01","104","00","0","상록길","000","0","2011-03-24"
"1550047300","1510006100","1550004000","883.01","104","00","0","상록길","000","0","2011-03-24"
"1510016800","1510006500","1510006400","412.28","104","00","50","국채보상로","000","0","2011-03-24"
"1510016700","1510006400","1510006500","412.28","104","00","50","국채보상로","000","0","2011-03-24"
"1510015800","1510006400","1510006100","93.78","104","00","50","국채보상로","000","0","2011-03-24"
"1510015700","1510006100","1510006400","93.78","104","00","50","국채보상로","000","0","2011-03-24"
"1510015400","1510006100","1510006000","258.70","104","00","50","국채보상로","000","0","2011-03-24"
"1510015300","1510006000","1510006100","258.70","104","00","50","국채보상로","000","0","2011-03-24"
"1510015500","1510006000","1510007100","168.77","104","00","77","동대구로","000","0","2011-03-24"
"1510015600","1510007100","1510006000","168.77","104","00","77","동대구로","000","0","2011-03-24"
"1510026400","1510009300","1510009700","504.96","104","00","54","동부로","000","0","2011-03-24"
"1510026500","1510009700","1510009300","504.96","104","00","54","동부로","000","0","2011-03-24"
"1510030200","1510010500","1510011000","262.57","104","00","54","동부로","000","0","2011-03-24"
"1500031400","1500009300","1500008800","390.76","104","00","0","서성3길","000","","2011-03-24"
"1500031500","1500009300","1500006600","385.13","104","00","0","북성로","000","","2011-03-24"
"1500031600","1500009300","1500006100","111.79","104","00","0","북성로","000","","2011-03-24"
"1500031700","1500006100","1500009300","114.22","104","00","0","북성로","000","","2011-03-24"
"1500031800","1500006600","1500009300","385.79","104","00","0","북성로","000","","2011-03-24"
"1500031900","1500005500","1500009000","144.53","104","00","59","서성로","000","","2011-03-24"
"1500032000","1500006600","1500009000","169.46","104","00","59","서성로","000","","2011-03-24"
"1500032100","1500009000","1500006600","166.54","104","00","59","서성로","000","","2011-03-24"
"1500032200","1500009000","1500005500","141.61","104","00","59","서성로","000","","2011-03-24"
"1500032300","1500009500","1500006800","353.17","104","00","54","태평로","000","","2011-03-24"
"1500032400","1500009500","1500006900","274.55","104","00","54","태평로","000","","2011-03-24"
"1500032500","1500006900","1500009500","276.42","104","00","54","태평로","000","","2011-03-24"
"1500032600","1500006800","1500009500","355.13","104","00","54","태평로","000","","2011-03-24"
"1500032700","1500009400","1500009500","187.25","104","00","0","종로","000","","2011-03-24"
"1500032800","1500009500","1500009400","190.44","104","00","0","종로","000","","2011-03-24"
"1500032900","1500009400","1500006700","353.01","104","00","0","북성로","000","","2011-03-24"
"1500033000","1500009400","1500006600","296.07","104","00","0","북성로","000","","2011-03-24"
"1500033800","1500009400","1500009100","144.69","104","00","0","종로","000","","2011-03-24"
"1500033900","1500008900","1500009100","144.38","104","00","0","종로","000","","2011-03-24"
"1500034000","1500009100","1500008900","144.52","104","00","0","종로","000","","2011-03-24"
"1500034100","1500008900","1500005500","324.96","104","00","0","경상감영길","000","","2011-03-24"
"1500034200","1500008900","1500005700","304.12","104","00","0","경상감영길","000","","2011-03-24"
"1500034300","1500005700","1500008900","303.59","104","00","0","경상감영길","000","","2011-03-24"
"1500034400","1500005500","1500008900","325.25","104","00","0","경상감영길","000","","2011-03-24"
"1500034500","1500008600","1500008900","103.32","104","00","0","종로","000","","2011-03-24"
"1500034600","1500008900","1500008600","103.36","104","00","0","종로","000","","2011-03-24"
"1500034700","1500005400","1500008600","274.64","104","00","50","국채보상로","000","","2011-03-24"
"1500034800","1500004700","1500008600","349.90","104","00","50","국채보상로","000","","2011-03-24"
"1500034900","1500008600","1500004700","345.87","104","00","50","국채보상로","000","","2011-03-24"
"1500035000","1500008600","1500005400","271.46","104","00","50","국채보상로","000","","2011-03-24"
"1500035100","1500007800","1500008200","168.39","104","00","0","종로","000","","2011-03-24"
"1500035200","1500008200","1500008600","390.21","104","00","0","종로","000","","2011-03-24"
"1500035300","1500008600","1500008200","387.67","104","00","0","종로","000","","2011-03-24"
"1500035400","1500008200","1500007800","167.93","104","00","0","종로","000","","2011-03-24"
"1500035500","1500008200","1500004500","523.15","104","00","0","남성로","000","","2011-03-24"
"1500035600","1500008200","1500003400","130.08","104","00","0","남성로","000","","2011-03-24"
"1500035700","1500003400","1500008200","132.73","104","00","0","남성로","000","","2011-03-24"
"1500035800","1500004500","1500008200","529.02","104","00","0","남성로","000","","2011-03-24"
"1500036600","1500008000","1500003400","167.43","104","00","0","동성7길","000","","2011-03-24"
"1500036700","1500000500","1500007600","335.68","104","00","40","달구벌대로","000","","2011-03-24"
"1500036800","1500000700","1500007600","255.88","104","00","40","달구벌대로","000","","2011-03-24"
"1500036900","1500007600","1500000700","253.65","104","00","40","달구벌대로","000","","2011-03-24"
"1500037000","1500007600","1500000500","331.53","104","00","40","달구벌대로","000","","2011-03-24"
"1500037100","1500005700","1500009200","136.51","104","00","61","중앙대로","000","","2011-03-24"
"1500037200","1500006700","1500009200","147.00","104","00","61","중앙대로","000","","2011-03-24"
"1500037300","1500009200","1500006700","143.82","104","00","61","중앙대로","000","","2011-03-24"
"1500037400","1500009200","1500005700","133.99","104","00","61","중앙대로","000","","2011-03-24"
"1500037500","1500008700","1500004600","286.38","104","00","50","국채보상로","000","","2011-03-24"
"1500037600","1500008700","1500005400","290.46","104","00","50","국채보상로","000","","2011-03-24"
"1500037700","1500005400","1500008700","290.01","104","00","50","국채보상로","000","","2011-03-24"
"1500037800","1500004600","1500008700","286.85","104","00","50","국채보상로","000","","2011-03-24"
"1500037900","1500008000","1500008400","425.06","104","00","0","동성1길","000","","2011-03-24"
"1540099100","1540020400","1540021000","210.21","104","00","13","신천동로","104","","2011-03-24"
"1520027300","1520006200","1520008600","96.06","104","00","51","달서로","000","","2011-03-24"
"1520027400","1520005800","1520008600","501.48","104","00","56","달서천로","000","","2011-03-24"
"1520027500","1520008600","1520006200","93.97","104","00","51","달서로","000","","2011-03-24"
"1520027600","1520008600","1520005800","496.65","104","00","56","달서천로","000","","2011-03-24"
"1500025500","1500008800","1500005500","134.26","104","00","0","경상감영길","000","","2011-03-24"
"1500025600","1500008800","1500005300","151.95","104","00","0","경상감영길","000","","2011-03-24"
"1510043600","1510018700","1510018300","578.42","101","05","20","경부고속도로진출로","101","","2011-03-24"
"1510043700","1510018100","1510004700","847.11","101","05","20","경부고속도로진출로","101","","2011-03-24"
"1510043800","1510003100","1510002800","1352.08","101","05","1","경부고속도로진출로","101","","2011-03-24"
"1510043900","1510003100","1510017500","1357.44","101","00","1","경부고속도로","000","","2011-03-24"
"1510044000","1510017500","1510002800","1209.98","101","05","1","경부고속도로진출로","101","","2011-03-24"
"1510044100","1510002800","1510003100","1101.67","101","05","1","경부고속도로진입로","101","","2011-03-24"
"1510044200","1510017500","1510003100","1356.56","101","00","1","경부고속도로","000","","2011-03-24"
"1510045200","1510017200","1510003200","1596.36","103","00","4","일반국도4호선","000","","2011-03-24"
"1510045300","1510003200","1510017200","1593.21","103","00","4","일반국도4호선","000","","2011-03-24"
"1540104700","1540036200","1540036000","634.51","104","00","0","봉서2길","000","","2011-03-24"
"1540104800","1540036100","1540036200","558.16","104","00","0","봉서2길","000","","2011-03-24"
"1540104900","1540029000","1540035700","212.18","104","00","41","구리로","000","","2011-03-24"
"1540105000","1540035700","1540029500","174.47","104","00","41","구리로","000","","2011-03-24"
"1540105100","1540029500","1540035700","172.54","104","00","41","구리로","000","","2011-03-24"
"1540105200","1540035700","1540029000","230.05","104","00","41","구리로","000","","2011-03-24"
"1510063700","1510019600","1510019500","128.69","104","00","0","중리길","000","","2011-03-24"
"1510063800","1510019700","1510019500","162.73","104","00","0","중리길","000","","2011-03-24"
"1560064400","1560019800","1560019700","194.51","104","00","0","-","000","0","2011-03-24"
"1560064300","1560019700","1560019800","194.51","104","00","0","-","000","0","2011-03-24"
"1560064500","1560019700","1560020000","223.83","104","00","0","-","000","0","2011-03-24"
"1560064600","1560020000","1560019700","223.83","104","00","0","-","000","0","2011-03-24"
"1560063400","1560019900","1560019300","278.60","104","00","0","거너실길","000","0","2011-03-24"
"1560069200","1560022600","1560020700","654.77","104","00","0","장산로","000","0","2011-03-24"
"1560069100","1560020700","1560022600","626.34","104","00","0","장산로","000","0","2011-03-24"
"1560066600","1560020700","1560019900","213.28","104","00","0","거너실길","000","0","2011-03-24"
"1560066500","1560019900","1560020700","213.28","104","00","0","거너실길","000","0","2011-03-24"
"1560068900","1560020700","1560020800","121.64","104","00","0","장산로","000","0","2011-03-24"
"1560020600","1560007900","1560007300","433.28","104","00","35","월곡로","000","0","2011-03-24"
"1560020500","1560007300","1560007900","433.28","104","00","35","월곡로","000","0","2011-03-24"
"1560032100","1560010500","1560011300","206.77","104","00","0","감천서길","000","0","2011-03-24"
"1560032200","1560011300","1560010500","206.77","104","00","0","감천서길","000","0","2011-03-24"
"1560027900","1560009200","1560010500","459.08","104","00","0","감천서길","000","0","2011-03-24"
"1560028000","1560010500","1560009200","458.15","104","00","0","감천서길","000","0","2011-03-24"
"1560024800","1560009200","1560008400","510.64","104","00","0","월성로","000","0","2011-03-24"
"1560020700","1560001000","1560007800","308.64","104","00","37","송현로","000","0","2011-03-24"
"1560067800","1520000100","1560020300","221.14","104","00","37","당산로","000","0","2011-03-24"
"1560067700","1560020300","1520000100","221.14","104","00","37","당산로","000","0","2011-03-24"
"1560016500","1560006000","1560006100","215.48","104","00","0","-","000","0","2011-03-24"
"1560016600","1560006100","1560006000","215.48","104","00","0","-","000","0","2011-03-24"
"1560025000","1560011200","1560008400","989.47","104","00","35","월곡로","000","0","2011-03-24"
"1560024900","1560008400","1560011200","972.86","104","00","35","월곡로","000","0","2011-03-24"
"1520011100","1520003800","1520003900","276.82","104","00","50","국채보상로","000","0","2011-03-24"
"1520011200","1520003900","1520003800","276.81","104","00","50","국채보상로","000","0","2011-03-24"
"1520020200","1520006400","1520006300","210.56","104","00","0","색동2길","000","0","2011-03-24"
"1520022000","1540000300","1520006800","222.84","104","00","0","비단외길","000","0","2011-03-24"
"1520021900","1520006800","1540000300","222.84","104","00","0","비단외길","000","0","2011-03-24"
"1560012900","1560005100","1560005200","26.79","104","00","0","-","000","0","2011-03-24"
"1560013000","1560005200","1560005100","26.79","104","00","0","-","000","0","2011-03-24"
"1560027600","1560009600","1560009100","296.54","104","00","31","학산로","000","0","2011-03-24"
"1560027500","1560009100","1560009600","294.15","104","00","31","학산로","000","0","2011-03-24"
"1560030300","1560010000","1560011700","379.38","104","00","37","송현로","000","0","2011-03-24"
"1560054400","1560016700","1560016600","583.03","104","00","32","장기로","000","0","2011-03-24"
"1560054300","1560016600","1560016700","583.03","104","00","32","장기로","000","0","2011-03-24"
"1560009800","1560004500","1560004300","300.52","104","00","0","도원로","000","0","2011-03-24"
"1560009700","1560004300","1560004500","300.52","104","00","0","도원로","000","0","2011-03-24"
"1560011000","1560005500","1560004500","335.36","104","00","0","도원로","000","0","2011-03-24"
"1560010900","1560004500","1560005500","335.36","104","00","0","도원로","000","0","2011-03-24"
"1560010700","1560004500","1560004600","355.46","104","00","0","현실로","000","0","2011-03-24"
"1560010800","1560004600","1560004500","355.46","104","00","0","현실로","000","0","2011-03-24"
"1560010100","1560004400","1560004500","352.19","104","00","0","현실로","000","0","2011-03-24"
"1560010200","1560004500","1560004400","352.19","104","00","0","현실로","000","0","2011-03-24"
"1560010400","1560005000","1560004400","438.79","104","00","0","현실로","000","0","2011-03-24"
"1560011500","1560004700","1560004800","274.95","102","00","20","상화로","000","5","2011-03-24"
"1560014300","1560005500","1560005600","178.75","104","00","0","상원로","000","0","2011-03-24"
"1560014400","1560005600","1560005500","178.75","104","00","0","상원로","000","0","2011-03-24"
"1560010500","1560004400","1560005300","311.12","104","00","0","대곡순환로","000","0","2011-03-24"
"1560010600","1560005300","1560004400","311.12","104","00","0","대곡순환로","000","0","2011-03-24"
"1560012300","1560004800","1560005700","578.67","104","00","35","월곡로","000","0","2011-03-24"
"1560012400","1560005700","1560004800","578.67","104","00","35","월곡로","000","0","2011-03-24"
"1560012100","1560004800","1560005000","509.96","102","00","20","상화로","000","5","2011-03-24"
"1560012200","1560005000","1560004800","509.96","102","00","20","상화로","000","5","2011-03-24"
"1560063700","1560019500","1560019600","452.32","104","00","0","호산2로","000","0","2011-03-24"
"1560052600","1560016200","1560016100","290.10","104","00","0","-","000","0","2011-03-24"
"1560052500","1560016100","1560016200","290.10","104","00","0","-","000","0","2011-03-24"
"1560046600","1560016000","1560014200","352.82","104","00","0","호림2길","000","0","2011-03-24"
"1560046500","1560014200","1560016000","333.12","104","00","0","호림2길","000","0","2011-03-24"
"1560052700","1560016100","1560016300","338.25","104","00","0","-","000","0","2011-03-24"
"1560052800","1560016300","1560016100","338.25","104","00","0","-","000","0","2011-03-24"
"1570028500","1570012000","1570012400","1235.98","104","00","0","-","000","0","2011-03-24"
"1570028600","1570012400","1570012000","1251.25","104","00","0","-","000","0","2011-03-24"
"1540041600","1540015000","1540000900","342.45","104","00","0","만평로","000","0","2011-03-24"
"1540041500","1540000900","1540015000","335.32","104","00","0","만평로","000","0","2011-03-24"
"1560047100","1560014500","1560014600","300.58","104","00","0","-","000","0","2011-03-24"
"1560047200","1560014600","1560014500","300.58","104","00","0","-","000","0","2011-03-24"
"1560028100","1560009300","1560010500","749.04","104","00","0","감천동길","000","0","2011-03-24"
"1560027300","1560009100","1560009300","150.21","104","00","0","월성로","000","0","2011-03-24"
"1560027400","1560009300","1560009100","146.68","104","00","0","월성로","000","0","2011-03-24"
"1570027400","1570011800","1570008800","5199.36","104","00","0","-","000","0","2011-03-24"
"1570027300","1570008800","1570011800","5184.41","104","00","0","-","000","0","2011-03-24"
"1560009400","1560004800","1560004200","742.99","104","00","35","월곡로","000","0","2011-03-24"
"1560052400","1560017000","1560016000","136.95","104","00","0","호림2길","000","0","2011-03-24"
"1560052300","1560016000","1560017000","136.95","104","00","0","호림2길","000","0","2011-03-24"
"1520010400","1520003600","1520003500","79.71","104","00","0","실타래2길","000","0","2011-03-24"
"1520010300","1520003500","1520003600","79.71","104","00","0","실타래2길","000","0","2011-03-24"
"1560045500","1560014100","1560014300","338.99","104","00","0","호림2길","000","0","2011-03-24"
"1540040700","1540014600","1540014700","20.58","104","00","53","성북로","000","0","2011-03-24"
"1540040800","1540014700","1540014600","20.58","104","00","53","성북로","000","0","2011-03-24"
"1540071500","1540024500","1540025200","504.65","104","00","0","서변3로","000","0","2011-03-24"
"1540071600","1540025200","1540024500","525.51","104","00","0","서변3로","000","0","2011-03-24"
"1540067200","1540023400","1540022800","397.28","104","00","0","서변3로","000","0","2011-03-24"
"1510014100","1510005800","1510000701","223.71","104","00","0","-","000","0","2011-03-24"
"1540089500","1540029300","1540030200","358.38","104","00","33","호곡로","104","0","2011-03-24"
"1540089600","1540030200","1540029300","372.02","104","00","33","호곡로","104","0","2011-03-24"
"1540087900","1540028900","1540030200","647.22","104","00","74","구암로","000","0","2011-03-24"
"1540088000","1540030200","1540028900","636.53","104","00","74","구암로","000","0","2011-03-24"
"1540089700","1540029400","1540028900","295.36","104","00","33","호곡로","104","0","2011-03-24"
"1540071000","1540024200","1540024100","252.00","104","00","0","동변로","000","0","2011-03-24"
"1540070900","1540024100","1540024200","252.01","104","00","0","동변로","000","0","2011-03-24"
"1540069700","1540023700","1540024200","185.93","104","00","0","동변3로","000","0","2011-03-24"
"1540069800","1540024200","1540023700","185.93","104","00","0","동변3로","000","0","2011-03-24"
"1540070000","1540024200","1540023800","331.14","104","00","0","동변로","000","0","2011-03-24"
"1540069900","1540023800","1540024200","349.51","104","00","0","동변로","000","0","2011-03-24"
"1540084200","1540028100","1540027800","239.82","104","00","0","-","000","0","2011-03-24"
"1540084100","1540027800","1540028100","239.82","104","00","0","-","000","0","2011-03-24"
"1540083800","1540027800","1540027700","251.91","104","00","0","-","000","0","2011-03-24"
"1540083700","1540027700","1540027800","251.91","104","00","0","-","000","0","2011-03-24"
"1540087600","1540029500","1540028800","198.26","104","00","0","동천로","000","0","2011-03-24"
"1540087500","1540028800","1540029500","198.26","104","00","0","동천로","000","0","2011-03-24"
"1540084400","1540028800","1540027800","288.74","104","00","0","동천로","000","0","2011-03-24"
"1540084300","1540027800","1540028800","288.74","104","00","0","동천로","000","0","2011-03-24"
"1540082600","1540027800","1540027300","567.03","104","00","0","동천로","000","0","2011-03-24"
"1540082500","1540027300","1540027800","567.03","104","00","0","동천로","000","0","2011-03-24"
"1540080400","1540027300","1540026600","347.50","104","00","0","동천로","000","0","2011-03-24"
"1540080300","1540026600","1540027300","347.27","104","00","0","동천로","000","0","2011-03-24"
"1540077200","1540026600","1540025800","253.65","104","00","0","동천로","000","0","2011-03-24"
"1540074300","1540025200","1540026300","853.05","104","00","33","호곡로","000","0","2011-03-24"
"1540074400","1540026300","1540025200","834.54","104","00","33","호곡로","000","0","2011-03-24"
"1540068800","1540024000","1540023400","240.17","104","00","0","서변3로","000","0","2011-03-24"
"1540068700","1540023400","1540024000","240.17","104","00","0","서변3로","000","0","2011-03-24"
"1540067600","1540023200","1540023100","151.34","104","00","0","동변1로","000","0","2011-03-24"
"1540067900","1540023200","1540023300","245.03","104","00","0","동변1로","000","0","2011-03-24"
"1540068000","1540023300","1540023200","245.03","104","00","0","동변1로","000","0","2011-03-24"
"1540070300","1540023900","1540024100","121.40","104","00","0","동변로","000","0","2011-03-24"
"1540070400","1540024100","1540023900","121.40","104","00","0","동변로","000","0","2011-03-24"
"1540069500","1540023700","1540023800","225.67","104","00","0","동변2로","000","0","2011-03-24"
"1540069400","1540024100","1540023600","183.22","104","00","0","동변로","000","0","2011-03-24"
"1540069300","1540023600","1540024100","183.22","104","00","0","동변로","000","0","2011-03-24"
"1540068100","1540023200","1540023600","323.44","104","00","0","동변로","000","0","2011-03-24"
"1540068200","1540023600","1540023200","320.53","104","00","0","동변로","000","0","2011-03-24"
"1540069100","1540023600","1540023700","241.91","104","00","0","동변2로","000","0","2011-03-24"
"1540069200","1540023700","1540023600","241.91","104","00","0","동변2로","000","0","2011-03-24"
"1510038100","1510012700","1510004100","441.06","104","00","0","-","000","0","2011-03-24"
"1510037400","1510004000","1510012800","1136.22","104","00","0","동촌로","000","0","2011-03-24"
"1510037500","1510012800","1510004000","1152.13","104","00","0","동촌로","000","0","2011-03-24"
"1510012900","1510005600","1510000100","92.76","104","00","61","경안로","000","0","2011-03-24"
"1510013000","1510000100","1510005600","92.76","104","00","61","경안로","000","0","2011-03-24"
"1510013900","1510005800","1510006200","383.46","104","00","0","-","000","0","2011-03-24"
"1510014000","1510006200","1510005800","383.46","104","00","0","-","000","0","2011-03-24"
"1510016500","1510006300","1510000800","403.84","104","00","0","-","000","0","2011-03-24"
"1510016600","1510000800","1510006300","408.65","104","00","0","-","000","0","2011-03-24"
"1510015900","1510006200","1510006300","317.45","104","00","0","-","000","0","2011-03-24"
"1510016000","1510006300","1510006200","317.45","104","00","0","-","000","0","2011-03-24"
"1510027800","1510001600","1510010100","188.57","104","00","50","-","000","0","2011-03-24"
"1510024500","1510008800","1510008700","171.60","104","00","0","-","000","0","2011-03-24"
"1510024400","1510008700","1510008800","171.60","104","00","0","-","000","0","2011-03-24"
"1510021200","1510007600","1510007700","169.55","104","00","0","중앙십자로","000","0","2011-03-24"
"1510021300","1510007700","1510007600","169.55","104","00","0","중앙십자로","000","0","2011-03-24"
"1550034200","1550011400","1550012100","146.96","104","00","0","-","000","0","2011-03-24"
"1570030300","1570012600","1570012800","759.82","101","00","14","중부내륙고속도로","101","5","2011-03-24"
"1570030400","1570012600","1570012900","1440.62","101","00","14","중부내륙고속도로","101","5","2011-03-24"
"1570001502","1570012800","1570012700","307.62","101","00","14","중부내륙고속도로","101","5","2011-03-24"
"1570001602","1570012700","1570012800","312.24","101","00","14","중부내륙고속도로","101","5","2011-03-24"
"1570029800","1570000900","1570012600","1528.01","101","00","14","중부내륙고속도로","101","5","2011-03-24"
"1570029700","1570012900","1570000900","888.56","101","00","14","중부내륙고속도로","101","5","2011-03-24"
"1500000600","1500000600","1500000300","780.67","104","00","40","달구벌대로","000","0","2011-03-24"
"1520000800","1520000400","1520000300","300.16","104","00","40","달구벌대로","000","0","2011-03-24"
"1550007502","1550003701","1550003800","199.11","104","00","40","달구벌대로","000","0","2011-03-24"
"1550008400","1550004100","1550004200","143.06","104","00","40","달구벌대로","000","0","2011-03-24"
"1550009000","1550004300","1550004400","316.33","104","00","40","달구벌대로","000","0","2011-03-24"
"1550009200","1550004400","1550004500","448.55","104","00","40","달구벌대로","000","0","2011-03-24"
"1550009600","1550004500","1550004600","48.31","104","00","40","달구벌대로","000","0","2011-03-24"
"1550008200","1550003900","1550003800","506.43","104","00","40","달구벌대로","000","0","2011-03-24"
"1550053400","1550016700","1510009500","502.96","104","00","0","공경로","000","0","2011-03-24"
"1550053200","1550016700","1550004900","318.91","104","00","0","충정3길","000","0","2011-03-24"
"1550053300","1550004900","1550016700","318.91","104","00","0","충정3길","000","0","2011-03-24"
"1550052900","1550004800","1550016600","322.96","104","00","50","국채보상로","000","0","2011-03-24"
"1550052800","1550016600","1550004800","322.96","104","00","50","국채보상로","000","0","2011-03-24"
"1550053000","1550016600","1550016700","332.97","104","00","0","공경로","000","0","2011-03-24"
"1550053100","1550016700","1550016600","342.35","104","00","0","공경로","000","0","2011-03-24"
"1550047100","1510006000","1550004001","872.91","104","00","77","동대구로","000","0","2011-03-24"
"1550047000","1550004001","1510006000","874.68","104","00","77","동대구로","000","0","2011-03-24"
"1510034700","1510012200","1510011800","324.78","104","00","77","동대구로","000","0","2011-03-24"
"1510034600","1510011800","1510012200","324.78","104","00","77","동대구로","000","0","2011-03-24"
"1510034000","1510011600","1510003300","862.40","104","00","0","큰고개길","000","0","2011-03-24"
"1510034100","1510003300","1510011600","845.92","104","00","0","큰고개길","000","0","2011-03-24"
"1510014900","1510005900","1550016500","360.34","104","00","50","국채보상로","000","0","2011-03-24"
"1510015000","1550016500","1510005900","360.34","104","00","50","국채보상로","000","0","2011-03-24"
