"표준링크ID","출발표준노드","도착표준노드","지도상거리","도로등급코드","도로유형코드","도로번호","도로명","연결로유형코드","통행제한차량유형코드","적용시작일자"
"1500010800","1540010400","1500003100","2372.53","102","02","11","신천대로","000","5","2011-03-24"
"1540023600","1540010400","1540009800","237.45","102","00","11","신천대로","000","5","2011-03-24"
"1540023500","1540009800","1540010400","235.38","102","00","11","신천대로","000","5","2011-03-24"
"1500004900","1500001900","1500000200","276.49","102","00","11","신천대로","000","5","2011-03-24"
"1500005000","1500000200","1500001900","274.03","102","00","11","신천대로","000","5","2011-03-24"
"1540057100","1540020100","1540019400","186.31","104","00","33","호곡로","000","0","2011-03-24"
"1540057000","1540019400","1540020100","186.31","104","00","33","호곡로","000","0","2011-03-24"
"1540063700","1540021900","1540022600","426.89","104","00","33","호곡로","000","0","2011-03-24"
"1540063800","1540022600","1540021900","416.96","104","00","33","호곡로","000","0","2011-03-24"
"1540062500","1540021400","1540021900","239.07","104","00","33","호곡로","000","0","2011-03-24"
"1540062600","1540021900","1540021400","244.52","104","00","33","호곡로","000","0","2011-03-24"
"1550020700","1550007700","1550008200","367.88","104","00","0","신매로","000","0","2011-03-24"
"1550020800","1550008200","1550007700","367.88","104","00","0","신매로","000","0","2011-03-24"
"1550022100","1550008000","1550008700","351.90","104","00","0","사직단길","000","0","2011-03-24"
"1550022200","1550008700","1550008000","345.98","104","00","0","사직단길","000","0","2011-03-24"
"1550025100","1550008700","1550009000","349.89","104","00","0","사직단길","000","0","2011-03-24"
"1550025200","1550009000","1550008700","353.47","104","00","0","사직단길","000","0","2011-03-24"
"1540088800","1540029700","1540029100","158.43","104","00","0","말산4길","000","0","2011-03-24"
"1540088700","1540029100","1540029700","167.96","104","00","0","말산4길","000","0","2011-03-24"
"1540075600","1540026000","1540025500","454.22","104","00","0","팔거서로","000","0","2011-03-24"
"1540075500","1540025500","1540026000","452.56","104","00","0","팔거서로","000","0","2011-03-24"
"1540073100","1540005500","1540024900","295.35","104","00","0","금정2길","000","0","2011-03-24"
"1560059400","1560018500","1560018300","606.03","104","00","0","상서로","000","0","2011-03-24"
"1560059300","1560018300","1560018500","598.71","104","00","0","상서로","000","0","2011-03-24"
"1560028400","1560009500","1560009400","186.01","104","00","0","학산남2길","000","0","2011-03-24"
"1560028300","1560009400","1560009500","186.01","104","00","0","학산남2길","000","0","2011-03-24"
"1560024300","1560008300","1560001100","137.56","104","00","0","종현1길","000","0","2011-03-24"
"1560024400","1560001100","1560008300","137.56","104","00","0","종현1길","000","0","2011-03-24"
"1560066100","1560003300","1560021200","227.47","104","00","0","-","000","0","2011-03-24"
"1560066000","1560020500","1560003200","179.75","104","00","23","와룡공원로","000","0","2011-03-24"
"1560065900","1560003200","1560020500","179.75","104","00","23","와룡공원로","000","0","2011-03-24"
"1560074400","1560023300","1560022300","198.30","104","00","23","와룡공원로","000","0","2011-03-24"
"1560074300","1560022300","1560023300","198.30","104","00","23","와룡공원로","000","0","2011-03-24"
"1560072800","1560022300","1560021800","212.57","104","00","23","와룡공원로","000","0","2011-03-24"
"1560072700","1560021800","1560022300","212.57","104","00","23","와룡공원로","000","0","2011-03-24"
"1560065100","1560002300","1560020200","187.24","104","00","20","성서로","000","0","2011-03-24"
"1560070900","1560021300","1560021400","511.67","104","00","0","이곡공원로","000","0","2011-03-24"
"1560071000","1560021400","1560021300","511.67","104","00","0","이곡공원로","000","0","2011-03-24"
"1560076700","1560023000","1560023100","508.94","104","00","48","선원로","000","0","2011-03-24"
"1560076800","1560023100","1560023000","508.94","104","00","48","선원로","000","0","2011-03-24"
"1560073200","1560022100","1560022000","509.08","104","00","0","화합로","000","0","2011-03-24"
"1560073100","1560022000","1560022100","509.08","104","00","0","화합로","000","0","2011-03-24"
"1560030500","1560010100","1560010200","309.83","104","00","28","성서공단로","000","0","2011-03-24"
"1560030600","1560010200","1560010100","309.83","104","00","28","성서공단로","000","0","2011-03-24"
"1560026800","1560010300","1560008900","506.43","104","00","21","호림로","000","0","2011-03-24"
"1560026700","1560008900","1560010300","506.43","104","00","21","호림로","000","0","2011-03-24"
"1560026000","1560010200","1560008600","708.49","104","00","0","성서공단동로","000","0","2011-03-24"
"1560025900","1560008600","1560010200","705.53","104","00","0","성서공단동로","000","0","2011-03-24"
"1560074600","1560022900","1560022400","133.93","104","00","29","용산로","000","0","2011-03-24"
"1560074500","1560022400","1560022900","133.93","104","00","29","용산로","000","0","2011-03-24"
"1560075300","1560022600","1560022800","123.21","104","02","48","선원로","000","0","2011-03-24"
"1560075400","1560022800","1560022600","123.21","104","02","48","선원로","000","0","2011-03-24"
"1560063100","1560019300","1560019700","268.82","104","00","0","-","000","0","2011-03-24"
"1560063200","1560019700","1560019300","268.82","104","00","0","-","000","0","2011-03-24"
"1560061500","1560001801","1560019300","126.03","104","00","0","거너실길","000","0","2011-03-24"
"1560061600","1560019300","1560001801","133.14","104","00","0","거너실길","000","0","2011-03-24"
"1560062900","1560002000","1560019800","116.84","104","00","29","용산로","000","0","2011-03-24"
"1560063000","1560019800","1560002000","116.84","104","00","29","용산로","000","0","2011-03-24"
"1560063300","1560019300","1560019900","278.60","104","00","0","거너실길","000","0","2011-03-24"
"1560015800","1560006300","1560005800","423.01","102","01","22","앞산순환도로","000","5","2011-03-24"
"1560015700","1560005800","1560006300","419.51","102","01","22","앞산순환도로","000","5","2011-03-24"
"1560015500","1560005800","1560006100","247.02","102","00","22","앞산순환도로","000","5","2011-03-24"
"1560015600","1560006100","1560005800","254.29","102","00","22","앞산순환도로","000","5","2011-03-24"
"1560070100","1560021000","1560021500","145.06","104","00","27","갈산로","000","0","2011-03-24"
"1560070200","1560021500","1560021000","145.06","104","00","27","갈산로","000","0","2011-03-24"
"1560071700","1560021500","1560021600","207.60","104","00","0","계대동문로","000","0","2011-03-24"
"1560071800","1560021600","1560021500","207.60","104","00","0","계대동문로","000","0","2011-03-24"
"1560068600","1560021800","1560020500","211.90","104","00","23","와룡공원로","000","0","2011-03-24"
"1560068500","1560020500","1560021800","211.90","104","00","23","와룡공원로","000","0","2011-03-24"
"1560049600","1560015300","1560015200","337.80","104","00","0","호림1길","000","0","2011-03-24"
"1560049500","1560015200","1560015300","337.80","104","00","0","호림1길","000","0","2011-03-24"
"1560049000","1560015200","1560015100","361.56","104","00","0","호림1길","000","0","2011-03-24"
"1560048900","1560015100","1560015200","361.56","104","00","0","호림1길","000","0","2011-03-24"
"1560040800","1560012800","1560012700","204.28","104","00","0","호림3길","000","0","2011-03-24"
"1560040700","1560012700","1560012800","204.28","104","00","0","호림3길","000","0","2011-03-24"
"1560031100","1560010200","1560013400","809.31","104","00","0","성서공단동로","000","0","2011-03-24"
"1560049300","1560015100","1560017200","271.86","104","00","0","공단북3길","000","0","2011-03-24"
"1510050800","1510016300","1510016400","201.93","104","00","0","반야월로","000","","2011-03-24"
"1510050900","1510000200","1510015500","443.99","103","00","4","일반국도4호선","000","","2011-03-24"
"1510051000","1510015500","1510000701","124.48","103","00","4","일반국도4호선","000","","2011-03-24"
"1550057700","1550018300","1550005600","243.80","104","00","77","지산로","000","","2011-03-24"
"1550057800","1550005400","1550017900","243.46","104","00","77","지산로","000","","2011-03-24"
"1550066000","1550017900","1550005400","240.91","104","00","77","지산로","000","","2011-03-24"
"1550066100","1550017900","1550017800","213.46","104","00","77","지산로","000","","2011-03-24"
"1550066200","1550017800","1550005200","130.32","104","00","77","지산로","000","","2011-03-24"
"1550066300","1550005200","1550017800","130.30","104","00","77","지산로","000","","2011-03-24"
"1550066400","1550017800","1550017900","213.42","104","00","77","지산로","000","","2011-03-24"
"1570033000","1570013500","1570002900","1658.83","103","00","5","일반국도5호선","000","","2011-03-24"
"1560100800","1560028100","1560018300","587.11","104","00","0","안성당로","000","","2011-03-24"
"1560100900","1560009600","1560026700","311.57","104","00","31","학산로","000","","2011-03-24"
"1560101000","1560010000","1560026700","305.74","104","00","31","학산로","000","","2011-03-24"
"1560101100","1560026700","1560010000","305.61","104","00","31","학산로","000","","2011-03-24"
"1530027800","1530007600","1530001600","551.38","102","01","22","앞산순환도로","000","","2011-03-24"
"1530027900","1530007600","1530007500","85.25","102","01","22","앞산순환도로","000","","2011-03-24"
"1530028000","1530008100","1530008200","169.45","104","00","0","현서3길","000","","2011-03-24"
"1530028100","1530008200","1530008100","175.52","104","00","0","현서3길","000","","2011-03-24"
"1530028200","1530007800","1530008200","467.43","104","00","0","장천2길","000","","2011-03-24"
"1530028300","1530008200","1530008300","351.87","104","00","0","현서5길","000","","2011-03-24"
"1500033100","1500006600","1500009400","295.27","104","00","0","북성로","000","","2011-03-24"
"1500033200","1500006700","1500009400","351.45","104","00","0","북성로","000","","2011-03-24"
"1500033300","1500009000","1500009100","317.22","104","00","0","북성1길","000","","2011-03-24"
"1500033400","1500009100","1500009200","321.60","104","00","0","북성1길","000","","2011-03-24"
"1500033500","1500009200","1500009100","322.24","104","00","0","북성1길","000","","2011-03-24"
"1500033600","1500009100","1500009000","315.50","104","00","0","북성1길","000","","2011-03-24"
"1500033700","1500009100","1500009400","144.94","104","00","0","종로","000","","2011-03-24"
"1500035900","1500000800","1500007800","416.65","104","00","40","달구벌대로","000","","2011-03-24"
"1500036000","1500000700","1500007800","111.39","104","00","40","달구벌대로","000","","2011-03-24"
"1500036100","1500007800","1500000700","111.99","104","00","40","달구벌대로","000","","2011-03-24"
"1500036200","1500007800","1500000800","420.40","104","00","40","달구벌대로","000","","2011-03-24"
"1500036300","1500003400","1500008000","165.04","104","00","0","동성7길","000","","2011-03-24"
"1500036400","1500008000","1500007600","186.78","104","00","0","동성7길","000","","2011-03-24"
"1500036500","1500007600","1500008000","195.54","104","00","0","동성7길","000","","2011-03-24"
"1520023500","1520006600","1520008700","212.00","104","00","0","색동2길","000","","2011-03-24"
"1520023600","1520006400","1520008700","198.14","104","00","0","색동2길","000","","2011-03-24"
"1560101300","1560028900","1560029600","218.16","104","00","0","용산공원길","000","","2011-03-24"
"1560101400","1560029600","1560028900","217.79","104","00","0","용산공원길","000","","2011-03-24"
"1560101500","1560029500","1560029600","276.82","104","00","0","용산공원길","000","","2011-03-24"
"1560101600","1560029600","1560029700","156.44","104","00","0","용산공원길","000","","2011-03-24"
"1560101700","1560029700","1560029600","155.75","104","00","0","용산공원길","000","","2011-03-24"
"1560105900","1560007100","1560025200","341.86","104","00","31","학산로","000","","2011-03-24"
"1560106000","1560025200","1560007100","339.02","104","00","31","학산로","000","","2011-03-24"
"1540097900","1540030900","1540017100","345.82","104","00","0","산격로","000","","2011-03-24"
"1510058000","1510018200","1510017900","334.35","104","00","0","불로천하길","000","","2011-03-24"
"1510058100","1510017900","1510017700","782.57","104","00","0","불로천상길","000","","2011-03-24"
"1510058200","1510017700","1510017900","778.38","104","00","0","불로천상길","000","","2011-03-24"
"1510058300","1510017900","1510018200","332.01","104","00","0","불로천하길","000","","2011-03-24"
"1510058400","1510012900","1510017600","873.52","104","00","80","팔공로","000","","2011-03-24"
"1510058500","1510017600","1510012900","870.65","104","00","80","팔공로","000","","2011-03-24"
"1510062500","1510015400","1510005700","363.10","104","00","0","상록길","000","","2011-03-24"
"1510062600","1510015400","1510005800","293.40","104","00","0","상록길","000","","2011-03-24"
"1510062700","1510005800","1510015400","293.64","104","00","0","상록길","000","","2011-03-24"
"1510062800","1510005700","1510015400","367.62","104","00","0","상록길","000","","2011-03-24"
"1550067200","1550019300","1550007700","393.27","104","00","0","보성서한아파트앞길","000","","2011-03-24"
"1550067300","1550007700","1550019300","373.37","104","00","0","보성서한아파트앞길","000","","2011-03-24"
"1550067400","1550008000","1550019300","120.47","104","00","0","보성서한아파트앞길","000","","2011-03-24"
"1550068200","1550008900","1550019600","211.52","104","00","0","천마타운앞길","000","","2011-03-24"
"1550068300","1550009000","1550019600","356.28","104","00","0","청솔타운앞길","000","","2011-03-24"
"1550068400","1550019300","1550019400","186.81","104","00","0","두성타운앞길","000","","2011-03-24"
"1550068500","1550019400","1550019300","186.42","104","00","0","두성타운앞길","000","","2011-03-24"
"1550068600","1550019500","1550019600","186.65","104","00","0","청솔타운앞길","000","","2011-03-24"
"1550068700","1550019600","1550019500","190.72","104","00","0","청솔타운앞길","000","","2011-03-24"
"1550068800","1550008700","1550019500","164.62","104","00","0","태성주택앞길","000","","2011-03-24"
"1510063100","1510015300","1510005500","411.29","104","00","0","아름길","000","","2011-03-24"
"1510063200","1510015300","1510006300","310.71","104","00","0","아름길","000","","2011-03-24"
"1510063300","1510019900","1510020000","462.50","104","00","0","한걸길","000","","2011-03-24"
"1510063400","1510019900","1510019800","441.34","104","00","0","한걸길","000","","2011-03-24"
"1510063500","1510019800","1510019900","451.53","104","00","0","한걸길","000","","2011-03-24"
"1510063600","1510020000","1510019900","451.94","104","00","0","한걸길","000","","2011-03-24"
"1540096900","1540004900","1540004800","2194.13","101","00","1","경부고속도로","000","","2011-03-24"
"1510047200","1510018700","1510004600","2106.06","101","00","1","경부고속도로","000","","2011-03-24"
"1510047300","1510004600","1540004900","260.00","101","00","1","경부고속도로","000","","2011-03-24"
"1510012400","1510006200","1510005500","277.13","104","00","0","-","000","0","2011-03-24"
"1510016100","1510006200","1510000700","234.34","104","00","0","-","000","0","2011-03-24"
"1510016200","1510000700","1510006200","234.34","104","00","0","-","000","0","2011-03-24"
"1540074500","1540025300","1540025400","243.16","104","00","0","태암로","000","0","2011-03-24"
"1540074600","1540025400","1540025300","243.16","104","00","0","태암로","000","0","2011-03-24"
"1540074900","1540025400","1540025500","105.63","104","03","0","태암로","000","0","2011-03-24"
"1540075000","1540025500","1540025400","105.63","104","03","0","태암로","000","0","2011-03-24"
"1540075300","1540025500","1540005800","337.02","104","00","0","태암로","000","0","2011-03-24"
"1540075400","1540005800","1540025500","337.02","104","00","0","태암로","000","0","2011-03-24"
"1540064700","1540022200","1540004700","534.49","104","00","0","-","000","0","2011-03-24"
"1570026400","1570006500","1570011500","150.36","104","00","0","-","000","0","2011-03-24"
"1570026300","1570011500","1570006500","150.36","104","00","0","-","000","0","2011-03-24"
"1570026100","1570011500","1570011600","599.37","104","00","0","-","000","0","2011-03-24"
"1570026200","1570011600","1570011500","588.93","104","00","0","-","000","0","2011-03-24"
"1570026500","1570011500","1570011700","539.76","104","00","0","-","000","0","2011-03-24"
"1570026600","1570011700","1570011500","542.46","104","00","0","-","000","0","2011-03-24"
"1570025800","1570011500","1570011400","442.64","104","00","0","-","000","0","2011-03-24"
"1570025700","1570011400","1570011500","436.74","104","00","0","-","000","0","2011-03-24"
"1560058700","1560018100","1560018200","666.72","104","00","0","와당2로","000","0","2011-03-24"
"1560058800","1560018200","1560018100","665.26","104","00","0","와당2로","000","0","2011-03-24"
"1560066200","1560021200","1560003300","225.23","104","00","0","-","000","0","2011-03-24"
"1560070000","1560021200","1560021000","206.18","104","00","0","이곡서로","000","0","2011-03-24"
"1560069900","1560021000","1560021200","206.18","104","00","0","이곡서로","000","0","2011-03-24"
"1560070500","1560021200","1560021600","143.48","104","00","0","-","000","0","2011-03-24"
"1560070600","1560021600","1560021200","143.48","104","00","0","-","000","0","2011-03-24"
"1560065800","1560021000","1560003000","251.92","104","00","27","갈산로","000","0","2011-03-24"
"1560074000","1560022300","1560022200","671.14","104","00","0","와룡초등로","000","0","2011-03-24"
"1560073900","1560022200","1560022300","671.14","104","00","0","와룡초등로","000","0","2011-03-24"
"1560074200","1560023200","1560022200","195.37","104","00","27","갈산로","000","0","2011-03-24"
"1560074100","1560022200","1560023200","195.37","104","00","27","갈산로","000","0","2011-03-24"
"1560072000","1560022200","1560021500","212.49","104","00","27","갈산로","000","0","2011-03-24"
"1560071900","1560021500","1560022200","212.49","104","00","27","갈산로","000","0","2011-03-24"
"1560073800","1560023100","1560022100","195.98","104","00","20","성서로","000","0","2011-03-24"
"1560073700","1560022100","1560023100","195.98","104","00","20","성서로","000","0","2011-03-24"
"1560073500","1560022100","1560022200","732.90","104","00","0","화합로","000","0","2011-03-24"
"1560073600","1560022200","1560022100","732.90","104","00","0","화합로","000","0","2011-03-24"
"1560071500","1560021400","1560022100","213.07","104","00","20","성서로","000","0","2011-03-24"
"1560071600","1560022100","1560021400","213.07","104","00","20","성서로","000","0","2011-03-24"
"1560065200","1560020200","1560002300","187.24","104","00","20","성서로","000","0","2011-03-24"
"1560040900","1560012700","1560013400","225.70","104","00","0","호림3길","000","0","2011-03-24"
"1560041000","1560013400","1560012700","225.70","104","00","0","호림3길","000","0","2011-03-24"
"1560036200","1560012800","1560011400","773.77","104","00","0","-","000","0","2011-03-24"
"1560036100","1560011400","1560012800","749.28","104","00","0","-","000","0","2011-03-24"
"1560036400","1560013100","1560011400","264.97","104","00","0","공단북3길","000","0","2011-03-24"
"1560036300","1560011400","1560013100","264.97","104","00","0","공단북3길","000","0","2011-03-24"
"1560031200","1560013400","1560010200","807.78","104","00","0","성서공단동로","000","0","2011-03-24"
"1560055900","1560017100","1560017400","291.19","104","00","0","성서공단북로","000","0","2011-03-24"
"1560046400","1560015000","1560014200","124.16","104","00","0","-","000","0","2011-03-24"
"1560046300","1560014200","1560015000","124.16","104","00","0","-","000","0","2011-03-24"
"1560057000","1560018900","1560017400","441.51","104","00","0","호산1로","000","0","2011-03-24"
"1560056900","1560017400","1560018900","441.51","104","00","0","호산1로","000","0","2011-03-24"
"1560031000","1560011400","1560010100","257.76","104","00","0","공단북3길","000","0","2011-03-24"
"1560030900","1560010100","1560011400","257.76","104","00","0","공단북3길","000","0","2011-03-24"
"1560031500","1560010300","1560011600","245.96","104","00","21","호림로","000","0","2011-03-24"
"1560031600","1560011600","1560010300","245.96","104","00","21","호림로","000","0","2011-03-24"
"1560036900","1560011600","1560012400","65.58","104","00","21","호림로","000","0","2011-03-24"
"1560037000","1560012400","1560011600","65.58","104","00","21","호림로","000","0","2011-03-24"
"1560039500","1560012400","1560013500","201.19","104","00","21","호림로","000","0","2011-03-24"
"1560039600","1560013500","1560012400","201.19","104","00","21","호림로","000","0","2011-03-24"
"1560043600","1560016900","1560013400","656.62","104","00","0","성서공단동로","000","0","2011-03-24"
"1560043500","1560013400","1560016900","645.46","104","00","0","성서공단동로","000","0","2011-03-24"
"1560076100","1560022800","1560023000","245.71","104","00","48","선원로","000","0","2011-03-24"
"1560076200","1560023000","1560022800","245.71","104","00","48","선원로","000","0","2011-03-24"
"1560076300","1560022800","1560023500","601.23","104","00","0","서촌로","000","0","2011-03-24"
"1560076400","1560023500","1560022800","575.64","104","00","0","서촌로","000","0","2011-03-24"
"1560077000","1560023500","1560023000","403.19","104","00","50","새방로","000","0","2011-03-24"
"1520006200","1520002700","1520002300","439.06","104","00","48","평리로","000","0","2011-03-24"
"1520006100","1520002300","1520002700","436.00","104","00","48","평리로","000","0","2011-03-24"
"1520011900","1520004000","1520004100","246.73","104","00","50","국채보상로","000","0","2011-03-24"
"1520012000","1520004100","1520004000","246.73","104","00","50","국채보상로","000","0","2011-03-24"
"1560066900","1560020000","1560020900","210.94","104","00","0","-","000","0","2011-03-24"
"1560066400","1560020000","1560019900","300.46","104","00","0","-","000","0","2011-03-24"
"1560066300","1560019900","1560020000","300.46","104","00","0","-","000","0","2011-03-24"
"1560066700","1560020000","1560020100","193.49","104","00","0","-","000","0","2011-03-24"
"1560066800","1560020100","1560020000","193.49","104","00","0","-","000","0","2011-03-24"
"1560067100","1560020100","1560021100","216.37","104","00","29","용산로","000","0","2011-03-24"
"1560067200","1560021100","1560020100","216.37","104","00","29","용산로","000","0","2011-03-24"
"1560065000","1560020100","1560019800","181.75","104","00","29","용산로","000","0","2011-03-24"
"1560064900","1560019800","1560020100","181.75","104","00","29","용산로","000","0","2011-03-24"
"1560025700","1560008600","1560008900","392.49","104","00","0","성서공단남로","000","0","2011-03-24"
"1560025800","1560008900","1560008600","392.49","104","00","0","성서공단남로","000","0","2011-03-24"
"1540059700","1540020300","1540020800","106.90","104","00","0","산업용재로","000","0","2011-03-24"
"1540059800","1540020800","1540020300","110.85","104","00","0","산업용재로","000","0","2011-03-24"
"1540064200","1540023000","1540022000","630.44","104","00","0","검단로","000","0","2011-03-24"
"1540064100","1540022000","1540023000","638.96","104","00","0","검단로","000","0","2011-03-24"
"1540079200","1540027000","1540026300","371.44","104","00","33","호곡로","000","0","2011-03-24"
"1540079100","1540026300","1540027000","363.03","104","00","33","호곡로","000","0","2011-03-24"
"1540081400","1540028000","1540027000","764.64","104","04","33","호곡로","000","0","2011-03-24"
"1540081300","1540027000","1540028000","764.64","104","04","33","호곡로","000","0","2011-03-24"
"1540079000","1540026900","1540026300","402.41","104","00","33","호곡로","000","0","2011-03-24"
"1570024000","1570010900","1570010700","1254.66","104","00","0","-","000","0","2011-03-24"
"1570023900","1570010700","1570010900","1244.75","104","00","0","-","000","0","2011-03-24"
"1560021100","1560007400","1560008300","752.24","104","00","0","-","000","0","2011-03-24"
"1560021200","1560008300","1560007400","777.98","104","00","0","-","000","0","2011-03-24"
"1560067400","1560020400","1560020200","600.67","104","00","0","새동네로","000","0","2011-03-24"
"1560068100","1560020400","1560022800","646.55","104","00","0","새동네로","000","0","2011-03-24"
"1560068200","1560022800","1560020400","644.91","104","00","0","새동네로","000","0","2011-03-24"
"1560077300","1560023200","1560023300","674.23","104","00","48","선원로","000","0","2011-03-24"
"1560077400","1560023300","1560023200","674.24","104","00","48","선원로","000","0","2011-03-24"
"1560077200","1560023200","1560023100","730.52","104","00","48","선원로","000","0","2011-03-24"
"1560077100","1560023100","1560023200","730.52","104","00","48","선원로","000","0","2011-03-24"
"1560051100","1560015700","1560015800","296.42","104","00","0","성서공단북로","000","0","2011-03-24"
"1560051600","1560019400","1560015800","748.86","104","00","20","능장로","000","0","2011-03-24"
"1560051500","1560015800","1560019400","748.86","104","00","20","능장로","000","0","2011-03-24"
"1560062700","1560019200","1560019400","503.11","104","00","0","공단녹지길","000","0","2011-03-24"
"1560062800","1560019400","1560019200","500.17","104","00","0","공단녹지길","000","0","2011-03-24"
"1560060300","1560018600","1560018700","328.22","104","00","0","갈산서2길","000","0","2011-03-24"
"1560060400","1560018700","1560018600","328.22","104","00","0","갈산서2길","000","0","2011-03-24"
"1560057800","1560002700","1560017700","784.56","104","00","21","호림로","000","0","2011-03-24"
"1560057700","1560017700","1560002700","784.56","104","00","21","호림로","000","0","2011-03-24"
"1560044300","1560013700","1560018000","596.39","104","00","0","갈산공원길","000","0","2011-03-24"
"1560044400","1560018000","1560013700","603.29","104","00","0","갈산공원길","000","0","2011-03-24"
"1560037700","1560011900","1560012000","301.41","104","00","0","-","000","0","2011-03-24"
"1560037800","1560012000","1560011900","301.41","104","00","0","-","000","0","2011-03-24"
"1560033100","1560010800","1560010900","172.71","104","00","28","성서공단로","000","0","2011-03-24"
"1560033200","1560010900","1560010800","172.71","104","00","28","성서공단로","000","0","2011-03-24"
"1560033500","1560010900","1560011000","302.96","104","00","28","성서공단로","000","0","2011-03-24"
"1560033600","1560011000","1560010900","302.96","104","00","28","성서공단로","000","0","2011-03-24"
"1560032700","1560010700","1560010800","306.23","104","00","28","성서공단로","000","0","2011-03-24"
"1560032800","1560010800","1560010700","306.23","104","00","28","성서공단로","000","0","2011-03-24"
"1560044100","1560013600","1560017900","560.39","104","00","23","갈미로","000","0","2011-03-24"
"1560044200","1560017900","1560013600","560.39","104","00","23","갈미로","000","0","2011-03-24"
"1560057500","1560017700","1560017900","702.32","104","00","0","성서공단북로","000","0","2011-03-24"
"1560057600","1560017900","1560017700","702.32","104","00","0","성서공단북로","000","0","2011-03-24"
"1560039200","1560012400","1560012300","712.23","104","00","0","살미4길","000","0","2011-03-24"
"1560039100","1560012300","1560012400","712.23","104","00","0","살미4길","000","0","2011-03-24"
"1560019700","1560007000","1560007700","452.68","104","00","21","호림로","000","0","2011-03-24"
"1560022400","1560008900","1560007700","619.62","104","00","21","호림로","000","0","2011-03-24"
"1560022300","1560007700","1560008900","619.62","104","00","21","호림로","000","0","2011-03-24"
"1560021900","1560007600","1560007700","688.43","104","00","0","공단대천길","000","0","2011-03-24"
"1560022000","1560007700","1560007600","688.43","104","00","0","공단대천길","000","0","2011-03-24"
"1560018300","1560006600","1560007100","388.11","104","00","0","진월로","000","0","2011-03-24"
"1560018400","1560007100","1560006600","388.11","104","00","0","진월로","000","0","2011-03-24"
"1560016100","1560005900","1560006600","850.14","104","00","0","-","000","0","2011-03-24"
"1560016200","1560006600","1560005900","852.27","104","00","0","-","000","0","2011-03-24"
"1560015300","1560005700","1560006200","666.78","104","00","35","월곡로","000","0","2011-03-24"
"1560015400","1560006200","1560005700","669.53","104","00","35","월곡로","000","0","2011-03-24"
"1530001700","1530000700","1530001400","295.18","104","00","0","-","000","0","2011-03-24"
"1530001800","1530001400","1530000700","290.76","104","00","0","-","000","0","2011-03-24"
"1530004500","1530001500","1530002200","611.32","104","00","0","대명남로","000","0","2011-03-24"
"1530004600","1530002200","1530001500","617.00","104","00","0","대명남로","000","0","2011-03-24"
"1530002500","1530000900","1530001400","614.69","104","00","0","-","000","0","2011-03-24"
"1530002600","1530001400","1530000900","610.98","104","00","0","-","000","0","2011-03-24"
"1530004300","1530001400","1530002200","226.50","104","00","0","대명역길","000","0","2011-03-24"
"1530004400","1530002200","1530001400","226.50","104","00","0","대명역길","000","0","2011-03-24"
"1530006500","1530002200","1530002300","589.46","104","00","0","대명남로","000","0","2011-03-24"
"1530006600","1530002300","1530002200","589.46","104","00","0","대명남로","000","0","2011-03-24"
"1530002700","1530000900","1530002300","384.69","104","00","0","안지랑로","000","0","2011-03-24"
"1530002800","1530002300","1530000900","384.69","104","00","0","안지랑로","000","0","2011-03-24"
"1530007100","1530002300","1530003600","500.44","104","00","0","안지랑로","000","0","2011-03-24"
"1530007200","1530003600","1530002300","500.44","104","00","0","안지랑로","000","0","2011-03-24"
"1530011300","1530003500","1530003600","617.72","104","00","28","대명로","000","0","2011-03-24"
"1560022600","1560009500","1560007800","677.14","104","00","37","송현로","000","0","2011-03-24"
"1560022500","1560007800","1560009500","677.15","104","00","37","송현로","000","0","2011-03-24"
"1560049400","1560017200","1560015100","271.86","104","00","0","공단북3길","000","0","2011-03-24"
"1560048500","1560015000","1560015300","289.23","104","00","0","호림1길","000","0","2011-03-24"
"1560048600","1560015300","1560015000","289.23","104","00","0","호림1길","000","0","2011-03-24"
"1560056000","1560017400","1560017100","291.19","104","00","0","성서공단북로","000","0","2011-03-24"
"1560076900","1560023000","1560023500","397.05","104","00","50","새방로","000","0","2011-03-24"
"1560073400","1560023000","1560022000","193.54","104","00","0","새방로","000","0","2011-03-24"
"1560073300","1560022000","1560023000","193.54","104","00","0","새방로","000","0","2011-03-24"
"1560071200","1560022000","1560021300","215.37","104","00","0","새방로","000","0","2011-03-24"
"1560071100","1560021300","1560022000","215.37","104","00","0","새방로","000","0","2011-03-24"
"1560069300","1560020800","1560020900","234.08","104","00","0","장산로","000","0","2011-03-24"
"1560069400","1560020900","1560020800","234.08","104","00","0","장산로","000","0","2011-03-24"
"1560067000","1560020900","1560020000","210.94","104","00","0","-","000","0","2011-03-24"
"1560069000","1560020800","1560020700","121.64","104","00","0","장산로","000","0","2011-03-24"
"1540001900","1540001100","1540001800","1036.95","101","00","1","경부고속도로","101","0","2011-03-24"
"1560002700","1560001600","1560001300","211.07","101","00","451","구마고속도로","000","5","2011-03-24"
"1560002800","1560001300","1560001600","213.56","101","00","451","구마고속도로","000","5","2011-03-24"
"1560006900","1560004000","1560002200","362.37","101","00","451","구마고속도로","101","0","2011-03-24"
"1560007000","1560002200","1560004000","991.95","101","00","451","구마고속도로","101","0","2011-03-24"
"1560003500","1560001700","1560004000","986.83","101","00","451","구마고속도로","000","5","2011-03-24"
"1560003600","1560004000","1560001700","991.41","101","00","451","구마고속도로","000","5","2011-03-24"
